species_common_name,species_encoded,year,population,population_rolling_avg,population_rolling_std,population_cv,population_change_rate,population_relative_to_peak,population_relative_to_baseline,cumulative_change_rate,is_declining,is_growing,overall_trend_encoded,iucn_status_numeric,taxonomic_group_encoded,region_encoded,years_since_baseline,conservation_urgency,risk_level,risk_level_encoded,taxon_Aquatic Mammal,taxon_Bird,taxon_Mammal,taxon_Marine Mammal,taxon_Reptile,region_encoded.1,region_Africa,region_China,region_Global Oceans,region_India,region_North America,region_Usa,species_pop_mean,species_pop_std,species_pop_min,species_pop_max,species_change_mean,species_change_std,species_decline_years
African Elephant,0,1989,609000,678100.0,69100.0,0.1019023742810794,-10.19023742810795,0.4684615384615385,0.4684615384615385,-72.8981953103161,1,0,2.0,3,2,0,10,3.305707122843238,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,1990,604167,630422.3333333334,41360.72287005311,0.065607959431513,-0.7935960591132996,0.4647438461538462,0.4647438461538462,-73.6917913694294,1,0,2.0,3,2,0,11,3.0238078817734,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,1991,599333,604166.6666666666,4833.500008620576,0.0080002758763375,-0.8001099033876358,0.4610253846153846,0.4610253846153846,-74.49190127281703,1,0,2.0,3,2,0,12,3.024003297101629,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,1992,594500,599333.3333333334,4833.500008620576,0.0080647942301789,-0.806396444046964,0.4573076923076923,0.4573076923076923,-75.298297716864,1,0,2.0,3,2,0,13,3.024191893321409,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,1993,589667,594500.0,4833.000000000197,0.0081295206055512,-0.8129520605550833,0.45359,0.45359,-76.11124977741908,1,0,2.0,3,2,0,14,3.024388561816653,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,1994,584833,589666.6666666666,4833.500008620576,0.0081970039716572,-0.8197847259554969,0.4498715384615384,0.4498715384615384,-76.93103450337458,1,0,2.0,3,2,0,15,3.024593541778665,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,1995,580000,584833.3333333334,4833.500008620576,0.0082647478061337,-0.8263897557080346,0.4461538461538462,0.4461538461538462,-77.75742425908261,1,0,2.0,3,2,0,16,3.024791692671241,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,1996,568571,577801.3333333334,8350.973735639187,0.0144530191501332,-1.9705172413793104,0.4373623076923077,0.4373623076923077,-79.72794150046192,1,0,2.0,3,2,0,17,3.05911551724138,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,1997,557143,568571.3333333334,11428.500003645977,0.0201003802577324,-2.0099512637823613,0.4285715384615384,0.4285715384615384,-81.73789276424428,1,0,2.0,3,2,0,18,3.0602985379134706,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,1998,545714,557142.6666666666,11428.500003645977,0.020512699327125,-2.051358448369633,0.41978,0.41978,-83.78925121261392,1,0,2.0,3,2,0,19,3.061540753451089,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,1999,534286,545714.3333333334,11428.500003645977,0.0209422756661683,-2.0941372220613763,0.4109892307692308,0.4109892307692308,-85.8833884346753,1,0,2.0,3,2,0,20,3.062824116661841,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2000,522857,534285.6666666666,11428.500003645977,0.0213902425549739,-2.1391165031462545,0.4021976923076923,0.4021976923076923,-88.02250493782155,1,0,2.0,3,2,0,21,3.064173495094388,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2001,511429,522857.3333333333,11428.500003645951,0.021857778929458,-2.185683657290616,0.3934069230769231,0.3934069230769231,-90.20818859511216,1,0,2.0,3,2,0,22,3.0655705097187185,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2002,500000,511428.6666666667,11428.500003645951,0.0223462248961001,-2.23471879772168,0.3846153846153846,0.3846153846153846,-92.44290739283385,1,0,2.0,3,2,0,23,3.0670415639316504,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2003,494400,501943.0,8679.178935821197,0.0172911644067577,-1.1199999999999988,0.3803076923076923,0.3803076923076923,-93.56290739283384,1,0,2.0,3,2,0,24,3.0336000000000003,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2004,488800,494400.0,5600.000000000213,0.0113268608414243,-1.132686084142398,0.376,0.376,-94.69559347697624,1,0,2.0,3,2,0,25,3.033980582524272,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2005,483200,488800.0,5600.000000000213,0.0114566284779055,-1.1456628477905073,0.3716923076923077,0.3716923076923077,-95.84125632476676,1,0,2.0,3,2,0,26,3.034369885433716,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2006,477600,483200.0,5600.000000000213,0.0115894039735103,-1.1589403973509935,0.3673846153846153,0.3673846153846153,-97.00019672211774,1,0,2.0,3,2,0,27,3.03476821192053,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2007,472000,477600.0,5600.000000000213,0.0117252931323287,-1.1725293132328285,0.3630769230769231,0.3630769230769231,-98.17272603535056,1,0,2.0,3,2,0,28,3.035175879396985,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2008,454896,468165.3333333333,11827.781082406604,0.0252641112877642,-3.623728813559324,0.34992,0.34992,-101.79645484890987,1,0,2.0,3,2,0,29,3.1087118644067795,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2009,437792,454896.0,17104.00000000006,0.0375998030319019,-3.75998030319018,0.3367630769230769,0.3367630769230769,-105.55643515210006,1,0,2.0,3,2,0,30,3.1127994090957056,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2010,420688,437792.0,17104.00000000006,0.0390687815218187,-3.9068781521818585,0.3236061538461538,0.3236061538461538,-109.46331330428193,1,0,2.0,3,2,0,31,3.117206344565456,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2011,403583,420687.6666666667,17104.500002436074,0.0406584298939975,-4.065958620165066,0.3104484615384615,0.3104484615384615,-113.529271924447,1,0,2.0,3,2,0,32,3.121978758604952,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2012,386479,403583.3333333333,17104.500002436074,0.0423815816702937,-4.238037776615967,0.2972915384615384,0.2972915384615384,-117.76730970106296,1,0,2.0,3,2,0,33,3.12714113329848,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2013,369375,386479.0,17104.00000000006,0.0442559621609454,-4.42559621609454,0.2841346153846154,0.2841346153846154,-122.1929059171575,1,0,2.0,3,2,0,34,3.132767886482836,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2014,352271,369375.0,17104.00000000006,0.0463052453468698,-4.630524534686975,0.2709776923076923,0.2709776923076923,-126.82343045184447,1,0,2.0,3,2,0,35,3.1389157360406093,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2015,383636,368427.3333333333,15703.960020750676,0.0426243076990777,8.903656559864427,0.2951046153846154,0.2951046153846154,-117.91977389198004,0,1,2.0,3,2,0,36,3.2671096967959325,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2016,415000,383635.6666666667,31364.50000132849,0.0817559542204413,8.175457986216106,0.3192307692307692,0.3192307692307692,-109.74431590576394,0,1,2.0,3,2,0,37,3.245263739586483,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2017,415000,404545.3333333333,18108.013842863467,0.0447613959445751,0.0,0.3192307692307692,0.3192307692307692,-109.74431590576394,0,0,2.0,3,2,0,38,3.0,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2018,415000,415000.0,0.0,0.0,0.0,0.3192307692307692,0.3192307692307692,-109.74431590576394,0,0,2.0,3,2,0,39,3.0,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2019,415000,415000.0,0.0,0.0,0.0,0.3192307692307692,0.3192307692307692,-109.74431590576394,0,0,2.0,3,2,0,40,3.0,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2020,415000,415000.0,0.0,0.0,0.0,0.3192307692307692,0.3192307692307692,-109.74431590576394,0,0,2.0,3,2,0,41,3.0,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2021,415000,415000.0,0.0,0.0,0.0,0.3192307692307692,0.3192307692307692,-109.74431590576394,0,0,2.0,3,2,0,42,3.0,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
African Elephant,0,2022,415000,415000.0,0.0,0.0,0.0,0.3192307692307692,0.3192307692307692,-109.74431590576394,0,0,2.0,3,2,0,43,3.0,Medium,1,False,False,True,False,False,0,True,False,False,False,False,False,598220.9090909091,244725.47990852248,352271,1300000,-2.494188997858272,3.694285001858298,35
Asian Elephant,2,1993,23966,23966.0,0.0,0.0,0.0,0.8154196862985268,1.0,0.0,0,0,1.0,3,2,3,0,3.0,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,1994,24188,24077.0,156.97770542341354,0.0065198199702376,0.9263122757239506,0.8229730189513796,1.0092631227572395,0.9263122757239506,0,1,1.0,3,2,3,1,3.0277893682717183,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,1995,24410,24188.0,222.0,0.0091781048453778,0.9178104845377844,0.8305263516042326,1.0185262455144788,1.844122760261735,0,1,1.0,3,2,3,2,3.0275343145361333,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,1996,24631,24409.666666666668,221.5001881112816,0.0090742815596804,0.9053666530110638,0.8380456602361267,1.0277476424935326,2.7494894132727987,0,1,1.0,3,2,3,3,3.027160999590332,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,1997,24853,24631.33333333333,221.5001881112816,0.0089926186745045,0.9013032357598094,0.8455989928889797,1.0370107652507718,3.650792649032608,0,1,1.0,3,2,3,4,3.0270390970727945,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,1998,25160,24881.33333333333,265.6357154701408,0.0106761045282999,1.235263348489113,0.8560443673233302,1.0498205791538011,4.886055997521721,0,1,1.0,3,2,3,5,3.0370579004546734,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,1999,25468,25160.33333333333,307.5001355013264,0.0122216240710109,1.2241653418124,0.8665237657786398,1.0626721188350163,6.110221339334121,0,1,1.0,3,2,3,6,3.036724960254372,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2000,25775,25467.666666666668,307.5001355013264,0.012074138535188,1.2054342704570509,0.8769691402129903,1.0754819327380456,7.315655609791172,0,1,1.0,3,2,3,7,3.0361630281137115,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2001,26083,25775.33333333333,307.5001355013264,0.0119300158614693,1.1949563530552876,0.8874485386682999,1.0883334724192606,8.51061196284646,0,1,1.0,3,2,3,8,3.035848690591658,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2002,26390,26082.666666666668,307.5001355013264,0.0117894439027703,1.1770118467967716,0.8978939131026504,1.10114328632229,9.687623809643233,0,1,1.0,3,2,3,9,3.035310355403903,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2003,26643,26372.0,280.4335928522125,0.0106337628110196,0.958696475937848,0.906501990405226,1.111699908203288,10.64632028558108,0,1,1.0,3,2,3,10,3.028760894278135,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2004,26897,26643.33333333333,253.50016436549708,0.0095145814224507,0.9533460946590022,0.9151440917287604,1.122298255862472,11.599666380240082,0,1,1.0,3,2,3,11,3.02860038283977,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2005,27150,26896.666666666668,253.50016436549708,0.009424965833393,0.9406253485518824,0.9237521690313362,1.13285487774347,12.540291728791964,0,1,1.0,3,2,3,12,3.028218760456556,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2006,27404,27150.33333333333,253.50016436549708,0.0093369079949477,0.9355432780847162,0.9323942703548704,1.1434532254026537,13.47583500687668,0,1,1.0,3,2,3,13,3.0280662983425417,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2007,27657,27403.666666666668,253.50016436549708,0.0092505929023669,0.92322288716975,0.9410023476574462,1.1540098472836515,14.399057894046429,0,1,1.0,3,2,3,14,3.0276966866150925,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2008,28004,27688.33333333333,301.2247223143115,0.0108791207722016,1.254655240987823,0.9528086829301486,1.1684886923141116,15.653713135034252,0,1,1.0,3,2,3,15,3.0376396572296347,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2009,28351,28004.0,347.0000000000015,0.0123910869875732,1.2391086987573183,0.9646150182028512,1.1829675373445714,16.892821833791572,0,1,1.0,3,2,3,16,3.03717326096272,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2010,28697,28350.666666666668,346.5001202501004,0.0122219390578739,1.2204155056259047,0.9763873294545948,1.1974046565968457,18.11323733941748,0,1,1.0,3,2,3,17,3.036612465168777,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2011,29044,28697.33333333333,346.5001202501004,0.0120742968074884,1.2091856291598369,0.9881936647272976,1.2118835016273053,19.32242296857732,0,1,1.0,3,2,3,18,3.036275568874795,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2012,29391,29044.0,347.0000000000015,0.0119473901666437,1.1947390166643812,1.0,1.2263623466577651,20.517161985241696,0,1,1.0,3,2,3,19,3.035842170499931,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2013,28975,29136.666666666668,222.9446867124994,0.0076516881379418,-1.4153992718859532,0.9858460072811404,1.2090044229324877,19.101762713355743,1,0,1.0,3,2,3,20,3.0424619781565783,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2014,28559,28975.0,416.0000000000013,0.0143572044866263,-1.4357204486626365,0.9716920145622808,1.1916464992072102,17.666042264693107,1,0,1.0,3,2,3,21,3.0430716134598788,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2015,28144,28559.33333333333,415.5001002807749,0.0145486624435948,-1.4531321124689245,0.9575720458643804,1.1743303012601185,16.212910152224183,1,0,1.0,3,2,3,22,3.043593963374068,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2016,27728,28143.666666666668,415.5001002807749,0.0147635382838331,-1.4781125639567905,0.9434180531455209,1.156972377534841,14.734797588267392,1,0,1.0,3,2,3,23,3.0443433769187034,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2017,27312,27728.0,416.0000000000013,0.015002885170225,-1.5002885170225078,0.9292640604266612,1.1396144538095636,13.234509071244885,1,0,1.0,3,2,3,24,3.0450086555106752,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2018,26339,27126.33333333333,712.8704884713167,0.0262796478872183,-3.5625366139425907,0.8961586880337519,1.099015271634816,9.671972457302294,1,0,1.0,3,2,3,25,3.1068760984182777,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2019,25366,26339.0,973.0,0.0369414176696152,-3.694141766961545,0.8630533156408424,1.0584160894600685,5.977830690340749,1,0,1.0,3,2,3,26,3.1108242530088464,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2020,24392,25365.666666666668,973.5000428008896,0.0383786499914931,-3.839785539698816,0.8299139192269742,1.0177751815071352,2.1380451506419345,1,0,1.0,3,2,3,27,3.1151935661909644,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2021,23419,24392.33333333333,973.5000428008896,0.0399100827910772,-3.98901279107904,0.7968085468340649,0.9771759993323876,-1.850967640437104,1,0,1.0,3,2,3,28,3.119670383732372,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asian Elephant,2,2022,22446,23419.0,973.0,0.0415474614629145,-4.154746146291477,0.7637031744411554,0.93657681715764,-6.005713786728581,1,0,1.0,3,2,3,29,3.1246423843887445,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.2001904595576194,1.9138170240912755,10
Asiatic Lion,3,2005,359,359.0,0.0,0.0,0.0,0.44875,1.0,0.0,0,0,3.0,3,2,3,0,3.0,Medium,1,False,False,True,False,False,3,False,False,False,True,False,False,539.0,143.71353084302262,359,800,4.09694430064859,1.4082698572423875,0
Asiatic Lion,3,2006,369,364.0,7.071067811865476,0.0194260104721525,2.785515320334264,0.46125,1.0278551532033426,2.785515320334264,0,1,3.0,3,2,3,1,3.083565459610028,Medium,1,False,False,True,False,False,3,False,False,False,True,False,False,539.0,143.71353084302262,359,800,4.09694430064859,1.4082698572423875,0
Asiatic Lion,3,2007,380,369.3333333333333,10.503967504392495,0.0284403452284918,2.981029810298108,0.475,1.0584958217270195,5.766545130632372,0,1,3.0,3,2,3,2,3.0894308943089435,Medium,1,False,False,True,False,False,3,False,False,False,True,False,False,539.0,143.71353084302262,359,800,4.09694430064859,1.4082698572423875,0
Asiatic Lion,3,2008,390,379.6666666666667,10.503967504392495,0.0276662884224488,2.631578947368429,0.4875,1.086350974930362,8.398124078000802,0,1,3.0,3,2,3,3,3.078947368421053,Medium,1,False,False,True,False,False,3,False,False,False,True,False,False,539.0,143.71353084302262,359,800,4.09694430064859,1.4082698572423875,0
Asiatic Lion,3,2009,401,390.3333333333333,10.503967504392495,0.0269102497977535,2.8205128205128105,0.50125,1.116991643454039,11.218636898513612,0,1,3.0,3,2,3,4,3.0846153846153843,Medium,1,False,False,True,False,False,3,False,False,False,True,False,False,539.0,143.71353084302262,359,800,4.09694430064859,1.4082698572423875,0
Asiatic Lion,3,2010,411,400.6666666666667,10.503967504392495,0.0262162250525537,2.493765586034913,0.51375,1.1448467966573816,13.712402484548525,0,1,3.0,3,2,3,5,3.0748129675810474,Medium,1,False,False,True,False,False,3,False,False,False,True,False,False,539.0,143.71353084302262,359,800,4.09694430064859,1.4082698572423875,0
